#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group		
chrVII	953937	954701	YGR232W	.	+	953937	954701	0	1	764	953928	Q1		
chrIV	540497	541261	YDR042C	.	-	540497	541261	0	1	764	540492	Q1		
chrIV	1450110	1450874	YDR500C	.	-	1450110	1450874	0	1	764	1450109	Q1		
chrXII	765360	766125	YLR317W	.	+	765360	766125	0	1	765	765353	Q1		
chrIX	381061	381826	YIR014W	.	+	381061	381826	0	1	765	381058	Q1		
chrV	415857	416622	YER128W	.	+	415857	416622	0	1	765	415853	Q1		
chrX	101122	101887	YJL170C	.	-	101122	101887	0	1	765	101121	Q1		
chrXVI	646319	647085	YPR037C	.	-	646319	647085	0	1	766	646313	Q1		
chrXIII	169070	169837	YML053C	.	-	169070	169837	0	1	767	169069	Q1		
chrV	52478	53245	YEL054C	.	-	52478	53245	0	1	767	52473	Q1		
chrXVI	730466	731233	YPR101W	.	+	730466	731233	0	1	767	730459	Q1		
chrX	568664	569432	YJR069C	.	-	568664	569432	0	1	768	568659	Q1		
chrX	245529	246298	YJL097W	.	+	245529	246298	0	1	769	245527	Q1		
chrIV	831807	832576	YDR185C	.	-	831807	832576	0	1	769	831799	Q1		
chrII	483767	484536	YBR122C	.	-	483767	484536	0	1	769	483763	Q1		
chrXIV	167047	167817	YNL255C	.	-	167047	167817	0	1	770	167046	Q1		
chrVIII	209655	210426	YHR051W	.	+	209655	210426	0	1	771	209653	Q1		
chrI	136865	137637	YAL008W	.	+	136865	137637	0	1	772	136864	Q1		
chrIV	158002	158774	YDL169C	.	-	158002	158774	0	1	772	158001	Q1		
chrV	221827	222599	YER034W	.	+	221827	222599	0	1	772	221825	Q1		
chrXIV	559762	560534	YNL036W	.	+	559762	560534	0	1	772	559757	Q1		
chrXII	500324	501096	YLR170C	.	-	500324	501096	0	1	772	500319	Q1		
chrXII	201840	202613	YLR029C	.	-	201840	202613	0	1	773	201838	Q1		
chrIX	150521	151294	YIL113W	.	+	150521	151294	0	1	773	150520	Q1		
chrII	567772	568545	YBR164C	.	-	567772	568545	0	1	773	567767	Q1		
chrXIII	379565	380338	YMR052W	.	+	379565	380338	0	1	773	379562	Q1		
chrX	387612	388386	YJL030W	.	+	387612	388386	0	1	774	387609	Q1		
chrXVI	193597	194372	YPL187W	.	+	193597	194372	0	1	775	193596	Q1		
chrXVI	465844	466619	YPL047W	.	+	465844	466619	0	1	775	465840	Q1		
chrII	461106	461881	YBR111C	.	-	461106	461881	0	1	775	461102	Q1		
chrIV	1067687	1068463	YDR302W	.	+	1067687	1068463	0	1	776	1067686	Q1		
chrXII	246222	246998	YLR051C	.	-	246222	246998	0	1	776	246220	Q1		
chrXIII	90805	91581	YML089C	.	-	90805	91581	0	1	776	90796	Q1		
chrX	466278	467055	YJR017C	.	-	466278	467055	0	1	777	466274	Q1		
chrXII	514013	514790	YLR179C	.	-	514013	514790	0	1	777	514008	Q1		
chrXII	724644	725421	YLR298C	.	-	724644	725421	0	1	777	724637	Q1		
chrII	379177	379955	YBR070C	.	-	379177	379955	0	1	778	379174	Q1		
chrXI	175715	176493	YKL144C	.	-	175715	176493	0	1	778	175714	Q1		
chrV	166147	166925	YER007C-A	.	-	166147	166925	0	1	778	166146	Q1		
chrXVI	885763	886541	YPR172W	.	+	885763	886541	0	1	778	885755	Q1		
chrVIII	466292	467071	YHR180C-B	.	-	466292	467071	0	1	779	466288	Q1		
chrIV	564918	565698	YDR056C	.	-	564918	565698	0	1	780	564913	Q1		
chrIV	1071807	1072587	YDR304C	.	-	1071807	1072587	0	1	780	1071806	Q1		
chrIV	539794	540575	YDR041W	.	+	539794	540575	0	1	781	539789	Q1		
chrVIII	332252	333033	YHR110W	.	+	332252	333033	0	1	781	332249	Q1		
chrVII	400571	401352	YGL054C	.	-	400571	401352	0	1	781	400567	Q1		
chrIX	383346	384129	YIR017C	.	-	383346	384129	0	1	783	383343	Q1		
chrII	266613	267396	YBR014C	.	-	266613	267396	0	1	783	266611	Q1		
chrXVI	752231	753015	YPR113W	.	+	752231	753015	0	1	784	752224	Q1		
chrIV	581803	582587	YDR066C	.	-	581803	582587	0	1	784	581798	Q1		
chrIV	734123	734907	YDR140W	.	+	734123	734907	0	1	784	734116	Q1		
chrII	578337	579121	YBR171W	.	+	578337	579121	0	1	784	578332	Q1		
chrXII	723944	724729	YLR297W	.	+	723944	724729	0	1	785	723937	Q1		
chrXIV	517223	518009	YNL056W	.	+	517223	518009	0	1	786	517218	Q1		
chrXVI	654134	654920	YPR043W	.	+	654134	654920	0	1	786	654128	Q1		
chrVII	122580	123366	YGL200C	.	-	122580	123366	0	1	786	122579	Q1		
chrV	177773	178560	YER012W	.	+	177773	178560	0	1	787	177772	Q1		
chrVIII	12095	12882	YHL045W	.	+	12095	12882	0	1	787	12094	Q1		
chrXV	681377	682164	YOR185C	.	-	681377	682164	0	1	787	681371	Q1		
chrXVI	691693	692480	YPR073C	.	-	691693	692480	0	1	787	691687	Q1		
chrVII	675625	676412	YGR095C	.	-	675625	676412	0	1	787	675619	Q1		
chrIV	602098	602886	YDR078C	.	-	602098	602886	0	1	788	602092	Q1		
chrXV	125902	126690	YOL102C	.	-	125902	126690	0	1	788	125901	Q1		
chrVII	359410	360198	YGL079W	.	+	359410	360198	0	1	788	359407	Q1		
chrIV	1428249	1429038	YDR487C	.	-	1428249	1429038	0	1	789	1428248	Q1		
chrII	727321	728110	YBR256C	.	-	727321	728110	0	1	789	727314	Q1		
chrX	21919	22709	YJL218W	.	+	21919	22709	0	1	790	21917	Q1		
chrIV	1257276	1258067	YDR391C	.	-	1257276	1258067	0	1	791	1257275	Q1		
chrIV	935126	935917	YDR236C	.	-	935126	935917	0	1	791	935117	Q1		
chrIV	340460	341251	YDL061C	.	-	340460	341251	0	1	791	340457	Q1		
chrXVI	212109	212901	YPL178W	.	+	212109	212901	0	1	792	212107	Q1		
chrXIII	795758	796550	YMR264W	.	+	795758	796550	0	1	792	795751	Q1		
chrXV	310295	311088	YOL008W	.	+	310295	311088	0	1	793	310292	Q1		
chrXVI	427926	428719	YPL065W	.	+	427926	428719	0	1	793	427922	Q1		
chrXVI	887948	888741	YPR174C	.	-	887948	888741	0	1	793	887940	Q1		
chrXI	551626	552420	YKR057W	.	+	551626	552420	0	1	794	551621	Q1		
chrXII	898120	898914	YLR388W	.	+	898120	898914	0	1	794	898112	Q1		
chrXIII	228914	229708	YML022W	.	+	228914	229708	0	1	794	228912	Q1		
chrXIV	58128	58922	YNL306W	.	+	58128	58922	0	1	794	58123	Q1		
chrVII	93771	94566	YGL210W	.	+	93771	94566	0	1	795	93762	Q1		
chrII	406460	407255	YBR082C	.	-	406460	407255	0	1	795	406456	Q1		
chrXI	316298	317093	YKL065C	.	-	316298	317093	0	1	795	316295	Q1		
chrV	191884	192679	YER018C	.	-	191884	192679	0	1	795	191883	Q1		
chrVI	42796	43592	YFL046W	.	+	42796	43592	0	1	796	42792	Q1		
chrXIII	715553	716349	YMR222C	.	-	715553	716349	0	1	796	715546	Q1		
chrVIII	98011	98808	YHL006C	.	-	98011	98808	0	1	797	98002	Q1		
chrVII	393925	394722	YGL058W	.	+	393925	394722	0	1	797	393922	Q1		
chrXIII	570230	571028	YMR156C	.	-	570230	571028	0	1	798	570225	Q1		
chrXII	720669	721467	YLR293C	.	-	720669	721467	0	1	798	720662	Q1		
chrXV	912797	913595	YOR319W	.	+	912797	913595	0	1	798	912788	Q1		
chrXVI	459927	460726	YPL051W	.	+	459927	460726	0	1	799	459923	Q1		
chrVIII	467194	467993	YHR181W	.	+	467194	467993	0	1	799	467190	Q1		
chrV	100705	101504	YEL027W	.	+	100705	101504	0	1	799	100704	Q1		
chrXIII	267080	267879	YML001W	.	+	267080	267879	0	1	799	267078	Q1		
chrXIV	302661	303461	YNL178W	.	+	302661	303461	0	1	800	302658	Q1		
chrX	639884	640684	YJR115W	.	+	639884	640684	0	1	800	639878	Q1		
chrVI	239058	239858	YFR043C	.	-	239058	239858	0	1	800	239056	Q1		
chrIV	78403	79203	YDL212W	.	+	78403	79203	0	1	800	78396	Q1		
chrXV	55550	56350	YOL142W	.	+	55550	56350	0	1	800	55545	Q1		
chrXVI	171967	172767	YPL199C	.	-	171967	172767	0	1	800	171966	Q1		
chrX	187015	187816	YJL124C	.	-	187015	187816	0	1	801	187014	Q1		
chrI	54261	55063	YAL047W-A	.	+	54261	55063	0	1	802	54256	Q1		
chrXII	280939	281741	YLR073C	.	-	280939	281741	0	1	802	280937	Q1		
chrXV	299504	300306	YOL014W	.	+	299504	300306	0	1	802	299502	Q1		
chrVI	64172	64974	YFL034C-A	.	-	64172	64974	0	1	802	64166	Q1		
chrX	72618	73420	YJL192C	.	-	72618	73420	0	1	802	72611	Q1		
chrXV	943624	944427	YOR332W	.	+	943624	944427	0	1	803	943615	Q1		
chrXV	552111	552915	YOR122C	.	-	552111	552915	0	1	804	552106	Q1		
chrIV	926121	926926	YDR231C	.	-	926121	926926	0	1	805	926112	Q1		
chrIX	46740	47546	YIL157C	.	-	46740	47546	0	1	806	46736	Q1		
chrXV	868293	869100	YOR294W	.	+	868293	869100	0	1	807	868285	Q1		
chrII	141211	142018	YBL041W	.	+	141211	142018	0	1	807	141210	Q1		
chrVII	1037695	1038502	YGR271C-A	.	-	1037695	1038502	0	1	807	1037694	Q1		
chrXVI	48735	49543	YPL261C	.	-	48735	49543	0	1	808	48731	Q1		
chrIV	378067	378875	YDL041W	.	+	378067	378875	0	1	808	378064	Q1		
chrVIII	122815	123624	YHR008C	.	-	122815	123624	0	1	809	122814	Q1		
chrXIII	246074	246883	YML012W	.	+	246074	246883	0	1	809	246072	Q1		
chrXV	426518	427327	YOR052C	.	-	426518	427327	0	1	809	426514	Q1		
chrVIII	392508	393318	YHR147C	.	-	392508	393318	0	1	810	392505	Q1		
chrX	150866	151676	YJL140W	.	+	150866	151676	0	1	810	150865	Q1		
chrXI	74771	75581	YKL196C	.	-	74771	75581	0	1	810	74764	Q1		
chrVIII	184051	184862	YHR038W	.	+	184051	184862	0	1	811	184050	Q1		
chrIV	1239884	1240695	YDR383C	.	-	1239884	1240695	0	1	811	1239883	Q1		
chrX	612307	613119	YJR097W	.	+	612307	613119	0	1	812	612301	Q1		
chrXI	389184	389997	YKL026C	.	-	389184	389997	0	1	813	389181	Q1		
chrIV	1501375	1502188	YDR533C	.	-	1501375	1502188	0	1	813	1501374	Q1		
chrIX	384587	385401	YIR018W	.	+	384587	385401	0	1	814	384584	Q1		
chrXII	680151	680965	YLR268W	.	+	680151	680965	0	1	814	680145	Q1		
chrIV	582705	583519	YDR067C	.	-	582705	583519	0	1	814	582700	Q1		
chrVII	254576	255391	YGL135W	.	+	254576	255391	0	1	815	254574	Q1		
chrV	172544	173359	YER010C	.	-	172544	173359	0	1	815	172543	Q1		
chrIV	453015	453830	YDR002W	.	+	453015	453830	0	1	815	453011	Q1		
chrXII	184111	184927	YLR022C	.	-	184111	184927	0	1	816	184110	Q1		
chrX	333339	334155	YJL055W	.	+	333339	334155	0	1	816	333336	Q1		
chrVIII	380563	381379	YHR140W	.	+	380563	381379	0	1	816	380560	Q1		
chrII	306169	306985	YBR035C	.	-	306169	306985	0	1	816	306166	Q1		
chrIV	850182	850999	YDR196C	.	-	850182	850999	0	1	817	850174	Q1		
chrVII	591264	592082	YGR049W	.	+	591264	592082	0	1	818	591259	Q1		
chrXI	82900	83718	YKL190W	.	+	82900	83718	0	1	818	82892	Q1		
chrX	315679	316498	YJL063C	.	-	315679	316498	0	1	819	315676	Q1		
chrIV	916462	917281	YDR226W	.	+	916462	917281	0	1	819	916453	Q1		
chrIV	693464	694283	YDR121W	.	+	693464	694283	0	1	819	693458	Q1		
chrV	150198	151017	YEL001C	.	-	150198	151017	0	1	819	150197	Q1		
chrIV	503945	504764	YDR032C	.	-	503945	504764	0	1	819	503940	Q1		
chrXIV	478385	479205	YNL079C	.	-	478385	479205	0	1	820	478381	Q1		
chrXIV	652452	653272	YNR014W	.	+	652452	653272	0	1	820	652446	Q1		
chrII	146123	146943	YBL038W	.	+	146123	146943	0	1	820	146122	Q1		
chrXIV	417705	418526	YNL110C	.	-	417705	418526	0	1	821	417701	Q1		
chrIV	1055158	1055979	YDR296W	.	+	1055158	1055979	0	1	821	1055157	Q1		
chrX	190308	191130	YJL121C	.	-	190308	191130	0	1	822	190307	Q1		
chrII	371964	372786	YBR067C	.	-	371964	372786	0	1	822	371961	Q1		
chrXII	384621	385443	YLR118C	.	-	384621	385443	0	1	822	384618	Q1		
chrII	435959	436781	YBR096W	.	+	435959	436781	0	1	822	435955	Q1		
chrX	147054	147877	YJL143W	.	+	147054	147877	0	1	823	147053	Q1		
chrIV	613203	614027	YDR084C	.	-	613203	614027	0	1	824	613197	Q1		
chrIII	214046	214871	YCR051W	.	+	214046	214871	0	1	825	214044	Q1		
chrI	36506	37332	YAL059W	.	+	36506	37332	0	1	826	36503	Q1		
chrX	672900	673726	YJR133W	.	+	672900	673726	0	1	826	672894	Q1		
chrXV	502686	503513	YOR094W	.	+	502686	503513	0	1	827	502681	Q1		
chrIV	422743	423570	YDL018C	.	-	422743	423570	0	1	827	422739	Q1		
chrVI	114945	115772	YFL010C	.	-	114945	115772	0	1	827	114944	Q1		
chrXVI	882752	883579	YPR170C	.	-	882752	883579	0	1	827	882744	Q1		
chrXV	853340	854167	YOR289W	.	+	853340	854167	0	1	827	853332	Q1		
chrXII	282905	283733	YLR075W	.	+	282905	283733	0	1	828	282903	Q1		
chrV	437021	437849	YER134C	.	-	437021	437849	0	1	828	437017	Q1		
chrVI	182157	182985	YFR017C	.	-	182157	182985	0	1	828	182156	Q1		
chrXIV	229061	229890	YNL222W	.	+	229061	229890	0	1	829	229059	Q1		
chrIX	411981	412810	YIR030C	.	-	411981	412810	0	1	829	411977	Q1		
chrXIV	378719	379550	YNL131W	.	+	378719	379550	0	1	831	378716	Q1		
chrXII	828682	829513	YLR350W	.	+	828682	829513	0	1	831	828674	Q1		
chrX	191634	192466	YJL118W	.	+	191634	192466	0	1	832	191633	Q1		
chrVII	494506	495338	YGL002W	.	+	494506	495338	0	1	832	494502	Q1		
chrXI	218428	219260	YKL119C	.	-	218428	219260	0	1	832	218426	Q1		
chrXIII	146455	147287	YML063W	.	+	146455	147287	0	1	832	146454	Q1		
chrV	502957	503790	YER163C	.	-	502957	503790	0	1	833	502952	Q1		
chrXVI	272118	272952	YPL148C	.	-	272118	272952	0	1	834	272116	Q1		
chrX	651864	652698	YJR123W	.	+	651864	652698	0	1	834	651858	Q1		
chrII	548265	549100	YBR154C	.	-	548265	549100	0	1	835	548260	Q1		
chrXV	372644	373479	YOR021C	.	-	372644	373479	0	1	835	372641	Q1		
chrXIV	246335	247171	YNL213C	.	-	246335	247171	0	1	836	246333	Q1		
chrXIV	699689	700525	YNR040W	.	+	699689	700525	0	1	836	699683	Q1		
chrIX	260151	260988	YIL049W	.	+	260151	260988	0	1	837	260149	Q1		
chrIV	371199	372038	YDL046W	.	+	371199	372038	0	1	839	371196	Q1		
chrXIV	499647	500486	YNL067W	.	+	499647	500486	0	1	839	499643	Q1		
chrXIII	858106	858945	YMR295C	.	-	858106	858945	0	1	839	858098	Q1		
chrXV	572089	572928	YOR131C	.	-	572089	572928	0	1	839	572084	Q1		
chrV	156753	157592	YER002W	.	+	156753	157592	0	1	839	156752	Q1		
chrV	318842	319681	YER079W	.	+	318842	319681	0	1	839	318839	Q1		
chrVIII	130633	131473	YHR013C	.	-	130633	131473	0	1	840	130632	Q1		
chrVIII	282490	283330	YHR089C	.	-	282490	283330	0	1	840	282488	Q1		
chrIV	1269998	1270839	YDR399W	.	+	1269998	1270839	0	1	841	1269997	Q1		
chrXVI	138631	139472	YPL218W	.	+	138631	139472	0	1	841	138630	Q1		
chrXI	320843	321684	YKL063C	.	-	320843	321684	0	1	841	320840	Q1		
chrXV	60262	61104	YOL139C	.	-	60262	61104	0	1	842	60256	Q1		
chrIV	1427286	1428129	YDR486C	.	-	1427286	1428129	0	1	843	1427285	Q1		
chrXII	499452	500295	YLR168C	.	-	499452	500295	0	1	843	499448	Q1		
chrVIII	189032	189875	YHR041C	.	-	189032	189875	0	1	843	189031	Q1		
chrIII	177398	178241	YCR031C	.	-	177398	178241	0	1	843	177397	Q1		
chrVII	961272	962116	YGR235C	.	-	961272	962116	0	1	844	961263	Q1		
chrIV	211253	212097	YDL139C	.	-	211253	212097	0	1	844	211251	Q1		
chrIV	817847	818691	YDR178W	.	+	817847	818691	0	1	844	817839	Q1		
chrIV	1125240	1126085	YDR328C	.	-	1125240	1126085	0	1	845	1125239	Q1		
chrXI	158594	159439	YKL156W	.	+	158594	159439	0	1	845	158593	Q1		
chrII	369937	370782	YBR066C	.	-	369937	370782	0	1	845	369934	Q1		
chrXI	48162	49007	YKL207W	.	+	48162	49007	0	1	845	48158	Q1		
chrVII	735174	736020	YGR122C-A	.	-	735174	736020	0	1	846	735167	Q1		
chrXI	426199	427045	YKL009W	.	+	426199	427045	0	1	846	426195	Q1		
chrXI	360048	360894	YKL041W	.	+	360048	360894	0	1	846	360045	Q1		
chrXII	540741	541587	YLR194C	.	-	540741	541587	0	1	846	540736	Q1		
chrXIV	420094	420940	YNL107W	.	+	420094	420940	0	1	846	420090	Q1		
chrIII	103524	104370	YCL010C	.	-	103524	104370	0	1	846	103523	Q1		
chrXII	1006298	1007145	YLR435W	.	+	1006298	1007145	0	1	847	1006297	Q1		
chrXV	671593	672440	YOR179C	.	-	671593	672440	0	1	847	671587	Q1		
chrIX	88878	89725	YIL138C	.	-	88878	89725	0	1	847	88870	Q1		
chrIV	65195	66042	YDL219W	.	+	65195	66042	0	1	847	65189	Q1		
chrXVI	99405	100252	YPL239W	.	+	99405	100252	0	1	847	99396	Q1		
chrXVI	474914	475761	YPL041C	.	-	474914	475761	0	1	847	474910	Q1		
chrIV	629851	630699	YDR092W	.	+	629851	630699	0	1	848	629845	Q1		
chrVIII	150492	151340	YHR022C-A	.	-	150492	151340	0	1	848	150491	Q1		
chrXVI	128403	129251	YPL223C	.	-	128403	129251	0	1	848	128402	Q1		
chrXVI	503463	504311	YPL024W	.	+	503463	504311	0	1	848	503458	Q1		
chrIV	592354	593202	YDR073W	.	+	592354	593202	0	1	848	592349	Q1		
chrIV	954252	955101	YDR246W	.	+	954252	955101	0	1	849	954243	Q1		
chrXII	744068	744917	YLR306W	.	+	744068	744917	0	1	849	744061	Q1		
chrXIV	545196	546045	YNL044W	.	+	545196	546045	0	1	849	545191	Q1		
chrXII	221323	222172	YLR036C	.	-	221323	222172	0	1	849	221321	Q1		
chrIII	43590	44440	YCL047C	.	-	43590	44440	0	1	850	43586	Q1		
chrVIII	353615	354465	YHR122W	.	+	353615	354465	0	1	850	353612	Q1		
chrV	213931	214781	YER031C	.	-	213931	214781	0	1	850	213929	Q1		
chrIV	301398	302248	YDL086C-A	.	-	301398	302248	0	1	850	301395	Q1		
chrVII	457083	457934	YGL020C	.	-	457083	457934	0	1	851	457079	Q1		
chrIX	423686	424537	YIR038C	.	-	423686	424537	0	1	851	423682	Q1		
chrXIV	381474	382325	YNL129W	.	+	381474	382325	0	1	851	381471	Q1		
chrXVI	829753	830604	YPR149W	.	+	829753	830604	0	1	851	829745	Q1		
chrXIV	664219	665070	YNR018W	.	+	664219	665070	0	1	851	664213	Q1		
chrXII	712326	713177	YLR287C-A	.	-	712326	713177	0	1	851	712319	Q1		
chrVIII	13495	14346	YHL044W	.	+	13495	14346	0	1	851	13494	Q1		
chrVII	191107	191958	YGL166W	.	+	191107	191958	0	1	851	191106	Q1		
chrIV	1212804	1213657	YDR367W	.	+	1212804	1213657	0	1	853	1212803	Q1		
chrXV	69215	70068	YOL135C	.	-	69215	70068	0	1	853	69209	Q1		
chrXIII	732381	733234	YMR230W	.	+	732381	733234	0	1	853	732374	Q1		
chrXV	559855	560708	YOR126C	.	-	559855	560708	0	1	853	559850	Q1		
chrXII	494412	495266	YLR165C	.	-	494412	495266	0	1	854	494408	Q1		
chrIV	555648	556502	YDR050C	.	-	555648	556502	0	1	854	555643	Q1		
chrIX	420955	421810	YIR035C	.	-	420955	421810	0	1	855	420951	Q1		
chrV	394229	395084	YER115C	.	-	394229	395084	0	1	855	394226	Q1		
chrXIII	651127	651984	YMR194W	.	+	651127	651984	0	1	857	651121	Q1		
chrXI	374428	375285	YKL033W-A	.	+	374428	375285	0	1	857	374425	Q1		
chrIV	816779	817636	YDR177W	.	+	816779	817636	0	1	857	816771	Q1		
chrXV	255302	256160	YOL038W	.	+	255302	256160	0	1	858	255300	Q1		
chrII	424948	425806	YBR088C	.	-	424948	425806	0	1	858	424944	Q1		
chrXII	872730	873588	YLR376C	.	-	872730	873588	0	1	858	872722	Q1		
chrXI	178456	179314	YKL142W	.	+	178456	179314	0	1	858	178455	Q1		
chrI	188046	188904	YAR033W	.	+	188046	188904	0	1	858	188045	Q1		
chrXIII	896783	897642	YMR311C	.	-	896783	897642	0	1	859	896775	Q1		
chrIV	963909	964768	YDR253C	.	-	963909	964768	0	1	859	963900	Q1		
chrV	269343	270203	YER056C-A	.	-	269343	270203	0	1	860	269341	Q1		
chrXI	261084	261945	YKL096W	.	+	261084	261945	0	1	861	261082	Q1		
chrIV	322194	323055	YDL075W	.	+	322194	323055	0	1	861	322191	Q1		
chrV	140399	141261	YEL008W	.	+	140399	141261	0	1	862	140398	Q1		
chrV	348574	349436	YER094C	.	-	348574	349436	0	1	862	348571	Q1		
chrXIII	397013	397875	YMR063W	.	+	397013	397875	0	1	862	397010	Q1		
chrXV	1060240	1061102	YOR383C	.	-	1060240	1061102	0	1	862	1060239	Q1		
chrXII	640272	641135	YLR250W	.	+	640272	641135	0	1	863	640266	Q1		
chrXIV	437570	438433	YNL100W	.	+	437570	438433	0	1	863	437566	Q1		
chrXIV	587003	587866	YNL024C	.	-	587003	587866	0	1	863	586998	Q1		
chrI	137551	138414	YAL007C	.	-	137551	138414	0	1	863	137550	Q1		
chrIV	765681	766545	YDR152W	.	+	765681	766545	0	1	864	765674	Q1		
chrV	281648	282512	YER063W	.	+	281648	282512	0	1	864	281646	Q1		
chrII	734703	735567	YBR261C	.	-	734703	735567	0	1	864	734696	Q1		
chrIX	374446	375310	YIR009W	.	+	374446	375310	0	1	864	374443	Q1		
chrXIII	421285	422150	YMR077C	.	-	421285	422150	0	1	865	421281	Q1		
chrIX	334842	335708	YIL010W	.	+	334842	335708	0	1	866	334839	Q1		
chrIX	342833	343700	YIL007C	.	-	342833	343700	0	1	867	342830	Q1		
chrVII	796070	796937	YGR153W	.	+	796070	796937	0	1	867	796063	Q1		
chrII	142044	142911	YBL040C	.	-	142044	142911	0	1	867	142043	Q1		
chrXII	263172	264039	YLR061W	.	+	263172	264039	0	1	867	263170	Q1		
chrXI	345962	346830	YKL049C	.	-	345962	346830	0	1	868	345959	Q1		
chrV	552489	553357	YER182W	.	+	552489	553357	0	1	868	552484	Q1		
chrXII	166396	167264	YLR009W	.	+	166396	167264	0	1	868	166395	Q1		
chrXIII	501044	501913	YMR117C	.	-	501044	501913	0	1	869	501039	Q1		
chrXIII	560107	560977	YMR148W	.	+	560107	560977	0	1	870	560102	Q1		
chrXV	888958	889828	YOR305W	.	+	888958	889828	0	1	870	888950	Q1		
chrXVI	834547	835417	YPR154W	.	+	834547	835417	0	1	870	834539	Q1		
chrXII	47781	48652	YLL045C	.	-	47781	48652	0	1	871	47777	Q1		
chrIV	1354710	1355581	YDR447C	.	-	1354710	1355581	0	1	871	1354709	Q1		
chrIV	1276490	1277361	YDR404C	.	-	1276490	1277361	0	1	871	1276489	Q1		
chrV	401100	401971	YER120W	.	+	401100	401971	0	1	871	401096	Q1		
chrV	63372	64244	YEL049W	.	+	63372	64244	0	1	872	63366	Q1		
chrXII	673108	673980	YLR264W	.	+	673108	673980	0	1	872	673102	Q1		
chrX	638158	639030	YJR113C	.	-	638158	639030	0	1	872	638152	Q1		
chrIII	74489	75362	YCL026C-A	.	-	74489	75362	0	1	873	74482	Q1		
chrXIII	658368	659241	YMR197C	.	-	658368	659241	0	1	873	658362	Q1		
chrXIV	635916	636789	YNR004W	.	+	635916	636789	0	1	873	635910	Q1		
chrIV	1397921	1398794	YDR468C	.	-	1397921	1398794	0	1	873	1397920	Q1		
chrXIV	642647	643521	YNR009W	.	+	642647	643521	0	1	874	642641	Q1		
chrXIV	245595	246470	YNL214W	.	+	245595	246470	0	1	875	245593	Q1		
chrXII	604121	604996	YLR229C	.	-	604121	604996	0	1	875	604115	Q1		
chrIII	249187	250062	YCR076C	.	-	249187	250062	0	1	875	249185	Q1		
chrIV	1288030	1288905	YDR408C	.	-	1288030	1288905	0	1	875	1288029	Q1		
chrXII	523574	524450	YLR186W	.	+	523574	524450	0	1	876	523569	Q1		
chrXIV	613595	614471	YNL010W	.	+	613595	614471	0	1	876	613589	Q1		
chrXV	844928	845804	YOR280C	.	-	844928	845804	0	1	876	844920	Q1		
chrIV	217566	218442	YDL136W	.	+	217566	218442	0	1	876	217564	Q1		
chrXV	34623	35499	YOL154W	.	+	34623	35499	0	1	876	34620	Q1		
chrXV	309264	310141	YOL009C	.	-	309264	310141	0	1	877	309261	Q1		
chrV	545567	546444	YER177W	.	+	545567	546444	0	1	877	545562	Q1		
chrXII	165304	166181	YLR008C	.	-	165304	166181	0	1	877	165303	Q1		
chrXV	109163	110040	YOL110W	.	+	109163	110040	0	1	877	109162	Q1		
chrIV	1292268	1293148	YDR410C	.	-	1292268	1293148	0	1	880	1292267	Q1		
chrXI	161520	162400	YKL154W	.	+	161520	162400	0	1	880	161519	Q1		
chrXVI	623471	624351	YPR028W	.	+	623471	624351	0	1	880	623465	Q1		
chrVII	427155	428035	YGL037C	.	-	427155	428035	0	1	880	427151	Q1		
chrIX	87856	88737	YIL139C	.	-	87856	88737	0	1	881	87848	Q1		
chrV	549666	550547	YER180C	.	-	549666	550547	0	1	881	549661	Q1		
chrXVI	316697	317579	YPL124W	.	+	316697	317579	0	1	882	316694	Q1		
chrII	245816	246698	YBR005W	.	+	245816	246698	0	1	882	245814	Q1		
chrXIII	85878	86760	YML092C	.	-	85878	86760	0	1	882	85870	Q1		
chrVII	1025797	1026679	YGR268C	.	-	1025797	1026679	0	1	882	1025796	Q1		
chrXIV	542075	542957	YNL046W	.	+	542075	542957	0	1	882	542070	Q1		
chrXI	92643	93525	YKL186C	.	-	92643	93525	0	1	882	92634	Q1		
chrII	381955	382838	YBR072W	.	+	381955	382838	0	1	883	381952	Q1		
chrVII	985953	986836	YGR248W	.	+	985953	986836	0	1	883	985944	Q1		
chrX	398009	398892	YJL022W	.	+	398009	398892	0	1	883	398006	Q1		
chrXV	47781	48665	YOL147C	.	-	47781	48665	0	1	884	47777	Q1		
chrXV	265332	266217	YOL032W	.	+	265332	266217	0	1	885	265330	Q1		
chrV	44913	45798	YEL057C	.	-	44913	45798	0	1	885	44909	Q1		
chrX	156421	157306	YJL136C	.	-	156421	157306	0	1	885	156420	Q1		
chrIX	422005	422891	YIR036C	.	-	422005	422891	0	1	886	422001	Q1		
chrIV	301407	302293	YDL086W	.	+	301407	302293	0	1	886	301404	Q1		
chrIV	20556	21443	YDL241W	.	+	20556	21443	0	1	887	20554	Q1		
chrVI	252477	253364	YFR052W	.	+	252477	253364	0	1	887	252475	Q1		
chrIV	67879	68766	YDL217C	.	-	67879	68766	0	1	887	67873	Q1		
chrXVI	349077	349965	YPL107W	.	+	349077	349965	0	1	888	349074	Q1		
chrXIV	557008	557896	YNL038W	.	+	557008	557896	0	1	888	557003	Q1		
chrIII	157140	158029	YCR022C	.	-	157140	158029	0	1	889	157139	Q1		
chrVII	832405	833295	YGR167W	.	+	832405	833295	0	1	890	832397	Q1		
